component,path,type,severity,line,details,suggestion
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",129,"{ color: '#2d5016', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",130,"{ color: '#4a7c59', position: 70 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",131,"{ color: '#90a955', position: 100 }","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",139,"{ color: '#ff0000', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",140,"{ color: '#ff8000', position: 25 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",141,"{ color: '#ffff00', position: 50 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",142,"{ color: '#ff0000', position: 100 }","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",182,"color: '#ffffff',","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",247,"{ color: '#3b82f6', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",248,"{ color: '#8b5cf6', position: 100 }","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassImageViewer","components/interactive/GlassImageViewer.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassImageViewer","components/interactive/GlassImageViewer.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassImageViewer","components/interactive/GlassImageViewer.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassInfiniteScroll","components/interactive/GlassInfiniteScroll.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassInfiniteScroll","components/interactive/GlassInfiniteScroll.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassInfiniteScroll","components/interactive/GlassInfiniteScroll.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassInlineEdit","components/interactive/GlassInlineEdit.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassInlineEdit","components/interactive/GlassInlineEdit.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassKanban","components/interactive/GlassKanban.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassKanban","components/interactive/GlassKanban.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassKanban","components/interactive/GlassKanban.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassKeyValueEditor","components/interactive/GlassKeyValueEditor.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassKeyValueEditor","components/interactive/GlassKeyValueEditor.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassLazyImage","components/interactive/GlassLazyImage.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassLazyImage","components/interactive/GlassLazyImage.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassLazyImage","components/interactive/GlassLazyImage.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMentionList","components/interactive/GlassMentionList.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassMentionList","components/interactive/GlassMentionList.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMessageList","components/interactive/GlassMessageList.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassMessageList","components/interactive/GlassMessageList.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMessageList","components/interactive/GlassMessageList.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMindMap","components/interactive/GlassMindMap.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassMindMap","components/interactive/GlassMindMap.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","hardcoded_color","medium",106,"colorPalette = ['#FF6B6B', '#4ECDC4', '#45B7D1', '#96CEB4', '#FFEAA7', '#DDA0DD', '#F8C471'],","Use COLORS.* constants or CSS custom properties"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","hardcoded_opacity","medium",485,"ctx.strokeStyle = 'rgba(0, 0, 0, 0.1)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","hardcoded_opacity","medium",582,"ctx.fillStyle = 'rgba(0, 0, 0, 0.1)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassPatternBuilder","components/interactive/GlassPatternBuilder.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassQueryBuilder","components/interactive/GlassQueryBuilder.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassQueryBuilder","components/interactive/GlassQueryBuilder.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassReactionBar","components/interactive/GlassReactionBar.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassReactionBar","components/interactive/GlassReactionBar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSearchInterface","components/interactive/GlassSearchInterface.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSearchInterface","components/interactive/GlassSearchInterface.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSearchInterface","components/interactive/GlassSearchInterface.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSignaturePad","components/interactive/GlassSignaturePad.tsx","hardcoded_opacity","medium",298,"context.fillStyle = 'rgba(156, 163, 175, 0.5)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassSignaturePad","components/interactive/GlassSignaturePad.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSignaturePad","components/interactive/GlassSignaturePad.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSpotlight","components/interactive/GlassSpotlight.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSpotlight","components/interactive/GlassSpotlight.tsx","hardcoded_opacity","medium",23,"boxShadow: '0 0 0 9999px rgba(0,0,0,0.6)',","Use --glass-opacity-* CSS variables or token-based rgba values"
